reply_to_status_id,sentiment_score,parent_sentiment,agreement_score
x1077243756259139587,-0.4588,0.0,-0.4588
x1077245129319165953,0.0,0.0,0.0
x1077247740000772096,-0.3836166666666667,0.0,-0.3836166666666667
x1077260115764482049,-0.0258,0.0,-0.0258
x1077267675406131200,0.5267,-0.4168,0.10989999999999994
x1077281505163071488,0.36795,0.0,0.36795
x1077300443385090048,0.4019,0.0,0.4019
x1077302994172035072,0.0,-0.6249,-0.6249
x1077319253533941760,0.0789,0.0,0.0789
x1077335616671621120,-0.09534000000000001,0.0,-0.09534000000000001
x1077341902897201152,0.0,0.0,0.0
x1077345719567204352,-0.1226,0.0,-0.1226
x1077350159208464384,0.4019,0.3382,0.7401
x1077350217417089024,0.0,0.4019,0.4019
x1077350254213685248,-0.35700000000000004,0.0,-0.35700000000000004
x1077350287474548736,0.0,-0.35700000000000004,-0.35700000000000004
x1077350711892025344,0.3812,-0.3182,0.063
x1077379651830456320,-0.2263,0.0,-0.2263
x1077401050519425024,0.14146666666666668,-0.7096,-0.5681333333333334
x1077402300677668864,0.20095,0.0,0.20095
x1077440049321365505,0.1095,0.0,0.1095
x1077443891702493184,-0.6597,-0.2732,-0.9329
x1077500447525605378,0.4425,0.4215,0.864
x1077504258067574784,0.1027,-0.836,-0.7333
x1077509255585038341,0.7003,0.0,0.7003
x1077514291799044096,0.34,0.0,0.34
x1077534537075302400,0.0,0.1531,0.1531
x1077547011333865472,0.0,0.0,0.0
x1077559587098804224,0.4819,0.743,1.2248999999999999
x1077560848921448448,-0.38915,-0.6486,-1.03775
x1077578461902979072,0.015550000000000008,-0.3818,-0.36624999999999996
x1077582239444226048,0.5267,0.3612,0.8878999999999999
x1077583494837125122,-0.4869,0.5423,0.055400000000000005
x1077584765841297413,0.0,0.0,0.0
x1077591044751949824,0.0,0.4215,0.4215
x1077592308567154688,-0.2467,-0.836,-1.0827
x1077625220985487360,0.31845,0.0,0.31845
x1077637116564307969,0.7804,0.0,0.7804
x1077643892856684545,0.5423,0.5423,1.0846
x1077645156831166465,0.40663333333333335,0.0,0.40663333333333335
x1077665283932852230,0.0,0.0,0.0
x1077681641559154704,-0.5908,0.4215,-0.1693
x1077700647250735104,0.0,0.0,0.0
x1077719389984571394,0.0,0.3818,0.3818
x1077733233121476608,0.1868,-0.6486,-0.4618
x1077758397947281412,-0.66236,-0.25,-0.91236
x1077764689306808321,0.69485,0.5423,1.23715
x1077770982251773954,0.0772,0.5106,0.5878000000000001
x1077773498888663040,0.0,0.0,0.0
x1077802441255587841,-0.7675,0.0,-0.7675
x1077813771933007873,0.0,-0.1779,-0.1779
x1077816277987667968,-0.34,-0.2732,-0.6132
x1077831387170906113,-0.2416,0.0,-0.2416
x1077842702430019584,0.24580000000000002,0.0,0.24580000000000002
x1077844005784817664,-0.17850000000000002,0.875,0.6965
x1077846514507091968,-0.09835,-0.6808,-0.77915
x1077847735875846144,0.0,0.6705,0.6705
x1077866612341002240,0.07374999999999998,0.0,0.07374999999999998
x1077869131112873984,-0.8859999999999999,-0.4767,-1.3626999999999998
x1077874193570648064,0.0,-0.2263,-0.2263
x1077877934952636416,-0.1706,-0.4019,-0.5725
x1077894297259835393,-0.23095,-0.2732,-0.50415
x1077912008815718401,-0.22605,-0.5106,-0.73665
x1077924495132889088,0.1779,0.0,0.1779
x1077933299891286018,0.42408,0.0,0.42408
x1077942462436569091,-0.8176,0.0,-0.8176
x1077948399222022145,0.0,-0.2263,-0.2263
x1077949724395819008,0.05654999999999999,-0.1779,-0.12135000000000001
x1077952186317967360,-0.865,-0.5106,-1.3756
x1077984903432683522,0.5106,0.6249,1.1355
x1077987533399752706,-0.13465,0.4404,0.30575
x1078005025039880193,-0.06434999999999999,0.875,0.81065
x1078017719507845120,-0.4767,0.4588,-0.017900000000000027
x1078020139910656000,-0.5859,0.1027,-0.48319999999999996
x1078031446512750603,-0.1759,0.0,-0.1759
x1078047846660739072,0.0,-0.1779,-0.1779
x1078055362425749509,0.743,0.875,1.6179999999999999
x1078060396563652608,-0.3818,0.4019,0.020100000000000007
x1078065425148248065,-0.4267,0.0,-0.4267
x1078084294654844928,0.0,0.0,0.0
x1078091844200865797,-0.6969,0.0,-0.6969
x1078104427704344578,0.4215,-0.5994,-0.17790000000000006
x1078125819380318208,0.4588,0.7351,1.1939
x1078133371497267201,0.0,0.0,0.0
x1078135887526064129,-0.0332,0.0,-0.0332
x1078136145278574592,0.3612,0.0,0.3612
x1078147209336631296,0.0,-0.7553,-0.7553
x1078152242333655041,0.1531,0.0,0.1531
x1078161074329997313,-0.8658,0.0,-0.8658
x1078171127040622593,0.2023,0.0,0.2023
x1078177408102977536,0.22970000000000002,0.6249,0.8546
x1078182441322463232,0.0,0.0,0.0
x1078201315342405632,-0.20179999999999998,0.0,-0.20179999999999998
x1078218938293669888,0.0772,0.2732,0.3504
x1078236598905516032,0.4404,-0.29600000000000004,0.14439999999999997
x1078237806642769921,0.09534000000000001,0.6249,0.72024
x1078242839421698048,0.4404,0.0,0.4404
x1078298204616183809,0.6602,0.6249,1.2851
x1078303237449674753,-0.33113999999999993,0.0,-0.33113999999999993
x1078304687458316288,0.0,0.0,0.0
x1078313304265764866,0.0,-0.2023,-0.2023
x1078322130331320320,0.6369,0.0,0.6369
x1078349959236325377,-0.2023,-0.7003,-0.9026000000000001
x1078354843159400448,0.0,0.3818,0.3818
x1078369927218819073,-0.10426666666666667,0.0,-0.10426666666666667
x1078434474193412096,0.0,0.4926,0.4926
x1078434522226552832,-0.4215,0.0,-0.4215
x1078434556494016512,0.0,-0.4215,-0.4215
x1078434592082677760,-0.5994,0.0,-0.5994
x1078434620847222784,0.4019,-0.5994,-0.19750000000000006
x1078434649876029440,-0.5423,0.4019,-0.14040000000000002
x1078435360789721094,-0.6877500000000001,-0.4588,-1.14655
x1078440512561049601,0.0,0.0,0.0
x1078452977202069505,0.26733333333333337,0.7096,0.9769333333333334
x1078465564631289857,0.04924999999999996,0.5106,0.55985
x1078483176027312129,-0.42475,-0.6808,-1.10555
x1078490726189752320,0.4215,0.0,0.4215
x1078504563890667520,0.08975999999999999,0.2263,0.31606
x1078507080221319169,0.0,-0.2023,-0.2023
x1078510859226361856,0.03115000000000001,0.0,0.03115000000000001
x1078523473268523008,0.1665875,0.0,0.1665875
x1078564961721376768,0.0,0.2263,0.2263
x1078564961918414848,-0.29600000000000004,0.0,-0.29600000000000004
x1078582074745937920,0.0,0.0,0.0
x1078596423590035456,0.0479,-0.836,-0.7881
x1078600194361458688,0.18015,0.3612,0.54135
x1078631663826100224,-0.7579,0.0,-0.7579
x1078642724310413312,-0.4678,0.0,-0.4678
x1078644304611033088,0.06745000000000001,-0.4019,-0.33444999999999997
x1078648009045360642,-0.11315,0.3612,0.24805000000000002
x1078654301646536704,-0.9359999999999999,-0.5267,-1.4627
x1078655307126054912,0.3802,0.0,0.3802
x1078669414566907906,0.25097499999999995,0.0,0.25097499999999995
x1078682112482512896,-0.4314,0.0,-0.4314
x1078690791466295296,0.8684,0.3612,1.2296
x1078692052655841280,-0.0516,-0.4019,-0.45349999999999996
x1078702118322794502,0.6484,-0.5267,0.12170000000000003
x1078724771582492672,-0.2263,-0.8625,-1.0888
x1078738606041133057,0.5479499999999999,0.3612,0.9091499999999999
x1078739876403691520,0.0,-0.4019,-0.4019
x1078757564169576448,0.38553333333333334,-0.1027,0.2828333333333333
x1078792760109514752,0.20095,-0.6808,-0.47985
x1078795244219654145,-0.4939,-0.1027,-0.5966
x1078796489625923585,-0.2755,0.3612,0.0857
x1078829202974097408,0.0,0.3612,0.3612
x1078848089455316992,0.0,0.0,0.0
x1078880795073368064,-0.2787,0.0,-0.2787
x1078916062568218625,-0.28765,0.0,-0.28765
x1078921061947842560,0.1531,0.2732,0.4263
x1078936159328325632,0.3182,-0.4404,-0.12220000000000003
x1078973908617957378,-0.11735000000000001,0.0,-0.11735000000000001
x1078978942768504832,0.4007,0.5267,0.9274
x1078983994165940227,0.0,-0.4939,-0.4939
x1078987747967160321,0.36,0.0,0.36
x1078994602458300417,-0.0030000000000000027,0.0258,0.022799999999999997
x1079004118713319424,-0.741,-0.1027,-0.8437
x1079021652728573953,-0.56725,0.0,-0.56725
x1079026757594943488,0.0644,0.29600000000000004,0.36040000000000005
x1079031789182689280,0.0,0.1779,0.1779
x1079035440001363974,-0.128,-0.3291,-0.4571
x1079039343568871424,0.5093,0.0,0.5093
x1079099555499655174,0.0,0.0,0.0
x1079135078901579776,0.0,0.0,0.0
x1079142534645977089,0.14675999999999997,0.5106,0.65736
x1079150088310673408,0.128,-0.1779,-0.0499
x1079157617866522625,-0.3182,0.0258,-0.2924
x1079165245598388224,0.4019,0.4939,0.8957999999999999
x1079190334033276930,0.01759999999999995,0.34,0.3576
x1079218015202394113,-0.34,0.0,-0.34
x1079225695929356289,-0.5574,0.3818,-0.17560000000000003
x1079229339743338496,-0.8523,0.0,-0.8523
x1079263313111011328,-0.4767,-0.4019,-0.8786
x1079270887248068608,-0.765,-0.8658,-1.6308
x1079289737440043008,0.29600000000000004,0.0,0.29600000000000004
x1079311131632697345,-0.7506,-0.8885,-1.6391
x1079321195105996800,0.46309999999999996,-0.0258,0.43729999999999997
x1079331264602271744,-0.8374,0.2023,-0.6351
x1079336297146269697,-0.21208,0.0,-0.21208
x1079348881589235713,-0.0258,-0.5423,-0.5681
x1079371531485151232,0.0,-0.1779,-0.1779
x1079384174140837888,-0.1027,-0.5423,-0.645
x1079386626948845571,-0.2366,-0.802,-1.0386
x1079400467673899008,0.0,0.3612,0.3612
x1079425645141217280,0.3022909090909091,0.4939,0.7961909090909092
x1079489807930281991,-0.37788,-0.7903,-1.16818
x1079497443753017344,-0.031799999999999995,0.4939,0.4621
x1079512562176282632,-0.1591,0.25,0.09090000000000001
x1079522522259963906,-0.0572,-0.3182,-0.37539999999999996
x1079535131705135110,0.0,0.7003,0.7003
x1079570338093113345,0.0,-0.4019,-0.4019
x1079572983247712256,0.0,-0.8674,-0.8674
x1079577887227834369,-0.4019,-0.2263,-0.6282
x1079582920770273280,-0.044300000000000006,0.2263,0.182
x1079585439487610880,-0.3609,0.0,-0.3609
x1079591727332294656,-0.27275000000000005,-0.8555,-1.12825
x1079600537237184512,-0.4767,0.3818,-0.09490000000000004
x1079608089169547265,-0.3612,0.4404,0.07919999999999999
x1079615636622450688,0.8074,0.0,0.8074
x1079625700758507520,0.44883333333333336,0.0,0.44883333333333336
x1079640855483506688,0.29600000000000004,0.2023,0.4983000000000001
x1079643320106864640,0.028033333333333337,-0.4404,-0.41236666666666666
x1079645838828285952,-0.20576666666666668,0.0,-0.20576666666666668
x1079658419383087104,-0.43335,-0.4767,-0.91005
x1079660936934408194,0.0,0.3318,0.3318
x1079668484752187393,-0.12670000000000003,-0.6808,-0.8075
x1079671004891361280,-0.5574,0.0,-0.5574
x1079672267682996225,-0.11256,-0.4215,-0.53406
x1079677750334545921,0.30784999999999996,0.3818,0.6896499999999999
x1079682324252352512,0.0,-0.6369,-0.6369
x1079683582258499584,-0.1909,0.743,0.5521
x1079716228074299393,-0.2732,0.34,0.06680000000000003
x1079741465297895424,0.0,-0.0263,-0.0263
x1079751533154189314,0.2347,-0.4767,-0.24200000000000002
x1079759085006999555,-0.29600000000000004,0.6486,0.3525999999999999
x1079762855606530054,0.3716,-0.4215,-0.0499
x1079765371740012544,0.873,0.0,0.873
x1079766640911413248,-0.2553,0.0,-0.2553
x1079770405420711936,0.2553,0.3818,0.6371
x1079779215405391873,0.0,0.0,0.0
x1079789284033548288,-0.2635,0.4939,0.2304
x1079812610441109504,0.3057,0.0,0.3057
x1079814570930253824,0.0,0.0,0.0
x1079818220499095552,-0.28825,-0.8555,-1.14375
x1079850935470485504,0.9169,0.0,0.9169
x1079859821497716736,0.0,0.0,0.0
x1079869811612680192,0.4019,-0.7003,-0.29840000000000005
x1079884927343181824,-0.11833333333333336,0.3182,0.19986666666666664
x1079892463123419136,0.5093,0.5267,1.036
x1079911333317885952,0.1858,0.0,0.1858
x1079912272909291522,0.6369,0.0,0.6369
x1079923916360110082,0.575,-0.6369,-0.061900000000000066
x1079927704886132737,0.6114,0.2023,0.8137000000000001
x1079945312825995266,-0.3412,0.29600000000000004,-0.04519999999999996
x1079957935911043073,0.0,0.0,0.0
x1079965556831342592,0.0,0.0,0.0
x1079970476070445056,-0.5799,-0.1027,-0.6826
x1079971731219988480,0.7482,0.0,0.7482
x1079981797729984512,0.4404,0.4215,0.8619
x1079983056738574336,0.66845,-0.5994,0.06904999999999994
x1079996897345978368,-0.10940000000000003,0.0,-0.10940000000000003
x1080004447068139521,0.6114,0.0,0.6114
x1080005711638286336,-0.2263,-0.5426,-0.7688999999999999
x1080028361936769024,0.2869,-0.7184,-0.43150000000000005
x1080035907602919430,0.1531,-0.1027,0.050400000000000014
x1080037162513588225,0.0,0.0516,0.0516
x1080038424529260544,0.5391333333333334,-0.3818,0.15733333333333338
x1080042196018098176,-0.3412,0.4215,0.08029999999999998
x1080048522106425344,0.2896,0.7227,1.0123
x1080051005088301056,-0.9641,0.0,-0.9641
x1080051511328047104,0.7506,0.2023,0.9529000000000001
x1080054023728910343,0.34073333333333333,0.6908,1.0315333333333334
x1080057296040878082,0.37929999999999997,0.0,0.37929999999999997
x1080064845024817152,0.4926,0.0,0.4926
x1080078753802403840,-0.5423,0.0,-0.5423
x1080081209525501953,0.0,0.0,0.0
x1080090010706034693,0.16215,0.7845,0.94665
x1080096304238342149,-0.5719,0.6901,0.11820000000000008
x1080108978334564357,-0.17985,-0.4019,-0.58175
x996562879464726529,0.8402,,
